GW,player_id,position,first_name,second_name,points,opp_diff,was_home,minutes,minutes_sum,bps_sum,influence_sum,threat_sum,ict_sum,creat_sum,yel_sum,red_sum,selected_by,tran_sum,goals_sum,assists_sum,points_sum,cost_sum,saves_sum,goals_con_sum,clean_sheets_sum,season
12,454,2,Aaron,Cresswell,1,86,FALSE,90,180,25,19.8,4,3.3,9.8,0,0,37599,6357,0,0,3,159,0,3,0,1617
13,454,2,Aaron,Cresswell,1,69,FALSE,90,270,38,28.2,6,4.6,12.6,0,0,43829,5383,0,0,4,159,0,6,0,1617
15,454,2,Aaron,Cresswell,1,76,FALSE,90,180,20,18.4,8,3.1,4.5,1,0,46764,-1072,0,0,2,159,0,4,0,1617
16,454,2,Aaron,Cresswell,6,40,TRUE,90,180,19,36.6,7,5.1,7.4,1,0,43898,-3106,0,0,2,159,0,3,0,1617
17,454,2,Aaron,Cresswell,7,34,TRUE,90,180,29,34.8,19,6.6,12.9,0,0,43873,-283,0,0,7,159,0,2,1,1617
18,454,2,Aaron,Cresswell,2,41,FALSE,90,270,56,42,27,8.3,14.7,0,0,48906,4567,0,0,14,159,0,2,2,1617
19,454,2,Aaron,Cresswell,2,44,FALSE,90,270,56,36,26,8.2,20.7,0,0,55243,5658,0,0,15,159,0,1,2,1617
20,454,2,Aaron,Cresswell,1,69,TRUE,90,270,63,56,23,15,71.3,0,0,58425,2522,0,0,11,159,0,2,1,1617
21,454,2,Aaron,Cresswell,6,41,TRUE,90,270,46,54.6,15,14.1,71.4,0,0,57254,-1600,0,0,5,159,0,4,0,1617
22,454,2,Aaron,Cresswell,2,28,FALSE,90,270,54,39.4,15,12.6,71.7,0,0,56026,-1728,0,0,9,159,0,3,1,1617
23,454,2,Aaron,Cresswell,0,78,TRUE,90,270,47,26.8,6,7.3,40.7,0,0,55566,-1047,0,0,9,159,0,3,1,1617
24,454,2,Aaron,Cresswell,1,46,FALSE,90,270,41,23.2,10,7.6,43.8,0,0,55381,-840,0,0,8,159,0,5,1,1617
25,454,2,Aaron,Cresswell,1,45,TRUE,45,270,26,33.2,27,9.8,37.9,1,0,54519,-1257,0,0,3,159,0,6,0,1617
26,454,2,Aaron,Cresswell,2,40,FALSE,90,225,12,18,21,5.1,12,1,0,52834,-1974,0,0,2,158,0,6,0,1617
27,454,2,Aaron,Cresswell,1,93,TRUE,90,225,18,26,20,6.9,22.5,1,0,51271,-1758,0,0,4,157,0,3,0,1617
28,454,2,Aaron,Cresswell,1,46,FALSE,90,225,29,29.4,21,7.1,20.2,0,0,50130,-1330,0,0,4,156,0,4,0,1617
29,454,2,Aaron,Cresswell,1,44,TRUE,72,270,39,38.4,23,9.3,30.8,0,0,57325,6632,0,0,4,156,0,6,0,1617
30,454,2,Aaron,Cresswell,5,34,FALSE,67,252,37,42.6,20,9.4,30.7,0,0,63590,5713,0,0,3,156,0,8,0,1617
38,454,2,Aaron,Cresswell,2,40,FALSE,90,225,42,35.6,4,6.1,21.1,0,0,43773,-795,0,0,7,153,0,4,1,1617
22,16,3,Aaron,Ramsey,2,40,TRUE,90,199,23,20.2,64,11.3,28.9,1,0,121304,2246,0,0,5,228,0,3,1,1617
36,16,3,Aaron,Ramsey,3,69,TRUE,90,196,39,37,50,15.5,68.1,0,0,118865,235,0,1,8,228,0,3,0,1617
36,16,3,Aaron,Ramsey,3,69,TRUE,90,196,25,27.2,57,14.5,60.8,0,0,122679,3448,0,0,6,228,0,2,1,1617
36,16,3,Aaron,Ramsey,6,46,FALSE,90,196,39,37,50,15.5,68.1,0,0,118865,235,0,1,8,228,0,3,0,1617
36,16,3,Aaron,Ramsey,6,46,FALSE,90,196,25,27.2,57,14.5,60.8,0,0,122679,3448,0,0,6,228,0,2,1,1617
37,16,3,Aaron,Ramsey,3,24,TRUE,68,270,45,45.6,84,19.5,65.6,0,0,126239,6480,0,1,11,228,0,2,2,1617
37,16,3,Aaron,Ramsey,3,24,TRUE,68,194,52,57.4,79,18.6,49.2,0,0,138256,14998,0,2,13,228,0,0,2,1617
21,482,3,Abdoulaye,Doucouré,3,28,TRUE,90,180,18,8.2,43,7.1,20,1,0,2020,-2,0,0,3,138,0,6,0,1617
22,482,3,Abdoulaye,Doucouré,2,46,FALSE,87,270,27,13.6,72,12.1,35.8,1,0,2072,29,0,0,6,138,0,6,1,1617
32,482,3,Abdoulaye,Doucouré,0,86,FALSE,58,225,37,28,38,10.4,37.6,0,0,2668,154,0,0,7,138,0,1,2,1617
33,482,3,Abdoulaye,Doucouré,3,41,TRUE,90,238,31,20,35,9.3,37.6,1,0,2809,122,0,0,6,138,0,4,2,1617
34,482,3,Abdoulaye,Doucouré,2,34,FALSE,72,238,34,29.4,17,8.4,37,1,0,2843,27,0,0,6,138,0,4,2,1617
35,482,3,Abdoulaye,Doucouré,2,76,TRUE,90,220,33,26,17,7.1,27,1,0,2807,-46,0,0,5,138,0,6,1,1617
36,482,3,Abdoulaye,Doucouré,2,44,FALSE,90,252,48,36,17,8,26.2,0,0,2777,-41,0,0,7,138,0,3,1,1617
37,482,3,Abdoulaye,Doucouré,2,61,FALSE,90,252,50,35.6,8,9.5,50.6,0,0,2776,-14,0,0,6,138,0,6,0,1617
37,482,3,Abdoulaye,Doucouré,2,61,FALSE,90,270,57,45,35,14.8,67.8,0,0,2807,23,0,0,6,138,0,5,0,1617
37,482,3,Abdoulaye,Doucouré,2,93,FALSE,90,252,50,35.6,8,9.5,50.6,0,0,2776,-14,0,0,6,138,0,6,0,1617
37,482,3,Abdoulaye,Doucouré,2,93,FALSE,90,270,57,45,35,14.8,67.8,0,0,2807,23,0,0,6,138,0,5,0,1617
38,482,3,Abdoulaye,Doucouré,1,78,TRUE,90,270,51,53.4,27,14,59.3,0,0,2851,77,0,0,6,138,0,8,0,1617
4,163,4,Abel,Hernández,2,40,FALSE,90,262,32,51,116,18.9,20.7,0,0,139216,27166,1,1,13,180,0,1,2,1617
5,163,4,Abel,Hernández,2,75,TRUE,76,262,27,40.8,99,16.3,22.1,0,0,207370,45515,1,0,10,180,0,1,2,1617
6,163,4,Abel,Hernández,2,76,FALSE,90,248,4,7.6,55,9.3,30.1,0,0,254085,31635,0,0,6,180,0,3,1,1617
30,163,4,Abel,Hernández,2,45,TRUE,79,185,26,19.6,52,10.2,29.7,0,0,120855,862,0,1,8,177,0,3,1,1617
31,163,4,Abel,Hernández,14,28,TRUE,50,241,28,19.2,54,9.5,21.2,0,0,123043,1787,0,1,9,177,0,3,1,1617
32,163,4,Abel,Hernández,1,78,FALSE,33,210,56,45,86,14.8,16.5,0,0,123897,556,1,2,18,177,0,5,0,1617
4,164,4,Adama,Diomande,2,40,FALSE,69,252,40,50.8,63,16.3,48.6,0,0,401489,98549,1,0,12,136,0,2,1,1617
5,164,4,Adama,Diomande,1,75,TRUE,41,231,11,5.6,27,6.5,33.2,0,0,609130,130292,0,0,6,137,0,1,2,1617
6,164,4,Adama,Diomande,1,76,FALSE,32,200,16,12.4,15,5.8,31.5,0,0,701761,61508,0,0,5,138,0,2,1,1617
16,164,4,Adama,Diomande,2,86,FALSE,90,225,31,48.4,92,18.3,41.6,1,0,597455,-30922,1,0,8,137,0,4,0,1617
21,164,4,Adama,Diomande,2,46,TRUE,90,187,7,1.2,26,4.3,22.1,0,0,664489,9784,0,0,5,135,0,6,0,1617
4,283,3,Adam,Clayton,1,41,TRUE,56,270,24,28.8,10,4.6,7.8,1,0,54434,-747,0,0,6,135,0,2,1,1617
11,283,3,Adam,Clayton,1,78,FALSE,90,180,24,30.4,0,5.2,21.6,0,0,41332,285,0,0,6,131,0,0,2,1617
12,283,3,Adam,Clayton,1,93,TRUE,72,270,34,56.4,0,9.9,42.9,1,0,48802,6687,0,0,7,130,0,1,2,1617
13,283,3,Adam,Clayton,2,44,FALSE,90,252,40,49.4,0,9.3,43.2,2,0,62876,12684,0,0,5,129,0,2,1,1617
14,283,3,Adam,Clayton,3,34,TRUE,90,252,43,45.2,0,7.9,33.6,2,0,74293,10129,0,0,4,129,0,4,0,1617
15,283,3,Adam,Clayton,1,46,FALSE,90,252,46,29.2,1,4.9,18.6,1,0,79508,4377,0,0,6,129,0,3,1,1617
16,283,3,Adam,Clayton,1,76,TRUE,55,270,45,55.2,1,6.6,9.8,1,0,78163,-1626,0,0,6,129,0,3,1,1617
17,283,3,Adam,Clayton,6,41,TRUE,90,235,30,51.4,9,7,9.7,1,0,76855,-1523,0,0,5,129,0,2,1,1617
18,283,3,Adam,Clayton,2,40,FALSE,90,235,41,65.2,10,9.5,19.2,1,0,74961,-2061,0,1,8,129,0,2,1,1617
20,283,3,Adam,Clayton,2,44,TRUE,90,193,45,46.8,2,6.6,17.1,0,0,80556,4772,0,1,9,129,0,3,1,1617
23,283,3,Adam,Clayton,2,45,TRUE,90,180,31,30.6,2,6.1,28.1,1,0,118933,11364,0,0,4,129,0,3,1,1617
24,283,3,Adam,Clayton,2,86,FALSE,90,180,40,38.6,3,10.7,65.9,0,0,127755,8134,0,0,4,129,0,4,0,1617
25,283,3,Adam,Clayton,2,61,TRUE,90,270,51,50.4,3,12,67,0,0,126851,-1195,0,0,6,129,0,5,0,1617
27,283,3,Adam,Clayton,2,44,FALSE,90,180,21,16.6,0,2.1,4.5,1,0,135319,4068,0,0,4,129,0,1,1,1617
29,283,3,Adam,Clayton,1,69,TRUE,90,180,30,19.6,0,3.7,17.7,1,0,139411,3621,0,0,4,129,0,2,1,1617
30,283,3,Adam,Clayton,3,41,FALSE,90,180,38,32,0,5.2,20.1,1,0,134251,-2142,0,0,3,129,0,5,0,1617
31,283,3,Adam,Clayton,1,34,FALSE,90,270,43,36.8,3,7.1,31.4,1,0,127027,-4037,0,0,6,129,0,5,1,1617
32,283,3,Adam,Clayton,3,40,TRUE,90,270,34,31.6,13,6.8,23.9,2,0,120244,-3556,0,0,5,129,0,7,1,1617
33,283,3,Adam,Clayton,2,75,TRUE,90,270,28,28.4,30,9.8,39.9,1,0,118230,-2073,0,0,7,129,0,4,2,1617
34,283,3,Adam,Clayton,2,46,FALSE,90,270,39,38.6,31,12.4,54.7,1,0,117344,-947,0,0,6,129,0,6,1,1617
34,283,3,Adam,Clayton,2,46,FALSE,90,270,35,32.6,21,11.6,61.9,0,0,117478,55,0,0,7,129,0,6,1,1617
34,283,3,Adam,Clayton,5,24,TRUE,90,270,39,38.6,31,12.4,54.7,1,0,117344,-947,0,0,6,129,0,6,1,1617
34,283,3,Adam,Clayton,5,24,TRUE,90,270,35,32.6,21,11.6,61.9,0,0,117478,55,0,0,7,129,0,6,1,1617
35,283,3,Adam,Clayton,2,78,TRUE,90,270,47,49.2,4,11.1,57.6,1,0,117948,979,0,1,9,129,0,6,1,1617
36,283,3,Adam,Clayton,2,93,FALSE,90,270,39,46.2,7,8.6,32.5,1,0,117518,86,0,1,9,129,0,6,1,1617
37,283,3,Adam,Clayton,1,46,TRUE,90,270,51,56.4,7,8.7,23.8,1,0,115327,-1657,0,1,9,129,0,5,1,1617
38,283,3,Adam,Clayton,2,76,FALSE,90,270,37,38.2,9,6.8,20.9,1,0,111547,-3822,0,0,5,129,0,7,0,1617
4,286,3,Adam,Forshaw,2,41,TRUE,90,249,32,22.8,1,6.1,37.6,1,0,9005,248,0,0,6,135,0,2,1,1617
5,286,3,Adam,Forshaw,2,61,FALSE,83,270,54,31.8,21,10.5,52.7,0,0,10195,522,0,0,7,135,0,3,1,1617
7,286,3,Adam,Forshaw,2,45,FALSE,90,182,47,20,24,7.1,27.1,0,0,11962,308,0,0,5,135,0,5,0,1617
8,286,3,Adam,Forshaw,2,40,TRUE,90,182,42,18.6,4,4.9,26,0,0,12117,-73,0,0,5,135,0,4,0,1617
9,286,3,Adam,Forshaw,3,75,FALSE,90,189,40,21,12,5.4,21.5,0,0,12336,18,0,0,5,135,0,2,0,1617
10,286,3,Adam,Forshaw,3,46,TRUE,90,270,40,27.2,9,5.9,23.2,0,0,12212,-252,0,0,7,135,0,2,1,1617
11,286,3,Adam,Forshaw,1,78,FALSE,90,270,38,27.4,9,8.6,50.3,0,0,12315,-14,0,0,8,135,0,1,2,1617
12,286,3,Adam,Forshaw,2,93,TRUE,88,270,29,20.2,20,8.8,47.9,1,0,13372,859,0,0,7,135,0,1,2,1617
13,286,3,Adam,Forshaw,6,44,FALSE,90,268,41,23,31,10.3,49.1,1,0,14889,1249,0,0,6,135,0,2,1,1617
14,286,3,Adam,Forshaw,3,34,TRUE,90,268,48,37.6,35,11.8,45.1,1,0,16229,1093,0,1,9,135,0,4,0,1617
15,286,3,Adam,Forshaw,1,46,FALSE,90,268,65,51.6,25,15.3,76.6,0,0,18981,2530,0,1,11,135,0,3,1,1617
16,286,3,Adam,Forshaw,2,76,TRUE,90,270,59,44.4,15,13.7,77.7,1,0,21987,2748,0,1,10,135,0,3,1,1617
17,286,3,Adam,Forshaw,8,41,TRUE,90,270,46,29.8,38,12.5,57.3,1,0,25038,2757,0,0,6,135,0,4,1,1617
18,286,3,Adam,Forshaw,2,40,FALSE,90,270,51,26.6,38,10.9,44.6,1,0,26588,1289,0,1,11,135,0,4,1,1617
19,286,3,Adam,Forshaw,2,69,FALSE,90,270,59,36.6,36,12.1,48.4,0,0,38165,10883,0,1,12,135,0,4,1,1617
20,286,3,Adam,Forshaw,3,44,TRUE,88,270,56,37.8,19,10,43.7,0,0,52812,13809,0,1,12,135,0,3,1,1617
21,286,3,Adam,Forshaw,3,40,FALSE,90,268,42,33,14,9.6,48.9,0,0,70111,16401,0,0,7,135,0,3,1,1617
22,286,3,Adam,Forshaw,2,45,TRUE,82,268,33,26.8,14,9.9,57.9,0,0,84577,13705,0,0,8,135,0,2,2,1617
23,286,3,Adam,Forshaw,2,45,TRUE,90,260,32,16.8,9,9.1,64.8,0,0,98455,13114,0,0,8,135,0,2,2,1617
24,286,3,Adam,Forshaw,2,86,FALSE,61,262,27,12.4,31,8.8,44.7,0,0,107977,8736,0,0,7,135,0,3,1,1617
25,286,3,Adam,Forshaw,1,61,TRUE,57,233,25,13.2,36,7.7,28,0,0,107458,-923,0,0,6,135,0,4,0,1617
26,286,3,Adam,Forshaw,2,41,FALSE,60,208,25,21.8,31,9.9,46.1,0,0,102832,-4899,0,0,5,135,0,2,0,1617
36,286,3,Adam,Forshaw,1,93,FALSE,55,248,32,16.8,6,6.5,42.4,1,0,60525,-1758,0,0,6,135,0,4,1,1617
37,286,3,Adam,Forshaw,1,46,TRUE,59,235,17,13.6,6,6.1,42.9,1,0,58855,-2153,0,0,5,135,0,4,1,1617
38,286,3,Adam,Forshaw,2,76,FALSE,90,204,12,16,17,9.3,61.2,1,0,56342,-2539,0,0,3,135,0,6,0,1617
4,205,3,Adam,Lallana,8,44,TRUE,90,242,60,78,186,35.4,90.4,1,0,785987,91341,1,1,15,211,0,6,0,1617
5,205,3,Adam,Lallana,2,93,FALSE,90,257,56,70.6,158,29.8,70.2,0,0,950173,74968,1,0,12,212,0,4,0,1617
6,205,3,Adam,Lallana,15,34,TRUE,68,270,54,65.4,59,17.2,48.4,0,0,994233,7509,1,0,12,213,0,3,0,1617
8,205,3,Adam,Lallana,1,69,TRUE,31,180,71,87.4,54,18,40.5,0,0,1299236,231614,1,2,18,214,0,3,0,1617
11,205,3,Adam,Lallana,12,40,TRUE,70,184,19,17.2,26,6,16.8,0,0,1338960,-119011,0,0,6,213,0,2,1,1617
17,205,3,Adam,Lallana,3,61,FALSE,81,193,93,138.2,100,30.3,64.9,0,0,1009809,28208,3,1,27,211,0,5,1,1617
18,205,3,Adam,Lallana,9,44,TRUE,68,252,102,146.6,103,31.7,66.7,0,0,1361294,343130,3,1,29,214,0,2,2,1617
19,205,3,Adam,Lallana,6,78,TRUE,90,230,108,144.2,141,32.9,43,0,0,1805801,429404,3,1,31,218,0,1,2,1617
20,205,3,Adam,Lallana,1,24,FALSE,90,239,57,75,77,21.7,64.7,0,0,2367576,540804,1,1,18,222,0,1,2,1617
21,205,3,Adam,Lallana,2,69,FALSE,90,248,58,81.6,108,28.5,95.4,1,0,2862179,472678,1,1,16,225,0,3,1,1617
22,205,3,Adam,Lallana,2,41,TRUE,90,270,41,57.4,74,21.5,84.2,1,0,3272644,384453,0,1,9,228,0,3,1,1617
23,205,3,Adam,Lallana,2,93,TRUE,89,270,36,36.2,96,19.3,61.2,1,0,3528614,232530,0,0,5,230,0,6,0,1617
24,205,3,Adam,Lallana,2,34,FALSE,82,269,27,23.8,71,12.2,27.7,0,0,3363733,-184135,0,0,6,229,0,5,0,1617
25,205,3,Adam,Lallana,3,86,TRUE,90,261,30,17.6,58,13,54.2,0,0,3094599,-277000,0,0,6,226,0,5,0,1617
26,205,3,Adam,Lallana,2,44,FALSE,65,261,25,23,58,14.2,60.7,0,0,2616996,-482247,0,0,7,220,0,2,1,1617
27,205,3,Adam,Lallana,2,75,TRUE,90,237,39,40,89,20.7,77.7,0,0,2318020,-303145,0,0,7,216,0,4,1,1617
28,205,3,Adam,Lallana,1,40,TRUE,90,245,39,38.4,73,17.8,66.3,0,0,2043712,-278400,0,0,7,213,0,4,1,1617
29,205,3,Adam,Lallana,2,78,FALSE,90,245,41,30.8,59,14.3,52.9,1,0,2027111,-20703,0,0,5,212,0,5,0,1617
38,205,3,Adam,Lallana,9,28,TRUE,90,184,25,31.6,60,17.1,79.4,0,0,1147841,2202,0,0,7,201,0,0,2,1617
4,34,2,Adam,Smith,11,45,TRUE,90,270,51,75.2,38,13.5,21.5,0,0,237205,37879,1,0,11,135,0,5,0,1617
5,34,2,Adam,Smith,-1,78,FALSE,90,270,64,64.4,13,11.9,41.5,1,0,345457,42888,0,1,15,135,0,2,1,1617
6,34,2,Adam,Smith,6,61,TRUE,90,270,66,64.2,9,12.4,50.1,2,0,500037,121468,0,1,12,136,0,5,1,1617
7,34,2,Adam,Smith,0,40,FALSE,90,270,81,65.4,7,11.1,38.4,2,0,695919,166243,0,1,16,137,0,4,2,1617
8,34,2,Adam,Smith,5,34,TRUE,90,270,69,62.8,11,11.4,40.1,2,0,927767,201560,0,0,5,138,0,6,1,1617
9,34,2,Adam,Smith,6,86,TRUE,90,270,77,66.4,8,11.8,43.4,1,0,1113549,165026,0,1,11,138,0,3,1,1617
10,34,2,Adam,Smith,0,28,FALSE,90,270,73,69,8,12,42.2,1,0,1272311,142842,0,1,11,139,0,3,1,1617
11,34,2,Adam,Smith,3,24,TRUE,90,270,67,51.8,47,13.5,35.3,1,0,1444922,157342,0,1,11,141,0,3,1,1617
13,34,2,Adam,Smith,1,75,FALSE,90,180,41,38,51,13.2,43.2,2,0,1544856,-20211,0,1,3,144,0,4,0,1617
14,34,2,Adam,Smith,1,76,TRUE,90,180,28,31.4,13,8.7,43.1,1,0,1466779,-82617,0,1,4,144,0,5,0,1617
15,34,2,Adam,Smith,1,40,FALSE,90,180,13,13.6,7,4.6,25.5,0,0,1374272,-95626,0,0,2,144,0,6,0,1617
16,34,2,Adam,Smith,6,44,TRUE,90,270,17,16,22,8.1,43,0,0,1367758,-9667,0,0,3,144,0,9,0,1617
17,34,2,Adam,Smith,1,46,TRUE,90,270,40,19,21,10.1,60.8,0,0,1359382,-11190,0,0,8,144,0,6,1,1617
18,34,2,Adam,Smith,1,93,FALSE,90,270,42,15.8,27,11.3,69.9,0,0,1356773,-5482,0,0,8,144,0,6,1,1617
23,34,2,Adam,Smith,1,41,TRUE,90,203,37,53,8,9.4,32.4,1,0,1106940,-86715,0,1,6,141,0,8,0,1617
25,34,2,Adam,Smith,1,78,TRUE,90,180,44,43.2,6,9.3,43,0,0,1014325,-34765,0,1,7,140,0,4,0,1617
26,34,2,Adam,Smith,1,45,FALSE,90,180,34,19.8,2,5.3,31,0,0,965145,-50033,0,0,2,139,0,4,0,1617
27,34,2,Adam,Smith,2,69,FALSE,90,180,30,28.2,7,7.1,36.3,0,0,910971,-54674,0,0,2,137,0,4,0,1617
28,34,2,Adam,Smith,1,45,TRUE,90,270,35,36,7,7.9,36.9,0,0,861411,-50106,0,0,4,136,0,5,0,1617
29,34,2,Adam,Smith,7,41,TRUE,90,270,39,39.2,37,12.7,51.5,0,0,854486,-7708,0,0,4,135,0,5,0,1617
30,34,2,Adam,Smith,7,46,FALSE,90,270,54,37.8,41,11.4,35.3,0,0,854433,-688,0,0,10,135,0,3,1,1617
31,34,2,Adam,Smith,1,76,FALSE,90,270,77,36.4,43,11.9,39.4,0,0,862364,7104,0,0,15,135,0,2,2,1617
32,34,2,Adam,Smith,-1,93,TRUE,90,270,69,39.6,21,8.3,22,0,0,865236,2193,0,0,15,135,0,2,2,1617
33,34,2,Adam,Smith,0,86,FALSE,90,270,49,33.2,14,5.8,10.3,0,0,870422,4532,0,0,7,135,0,5,1,1617
34,34,2,Adam,Smith,6,28,TRUE,90,270,37,43.6,12,6.3,7,0,0,868878,-1987,0,0,0,135,0,9,0,1617
35,34,2,Adam,Smith,8,24,FALSE,90,270,52,35.8,4,5.6,15.5,0,0,862605,-6676,0,0,5,135,0,7,1,1617
36,34,2,Adam,Smith,7,44,TRUE,90,270,74,46.8,11,12,61.7,0,0,861090,-1957,0,0,14,135,0,4,2,1617
37,34,2,Adam,Smith,2,40,TRUE,90,270,88,65.6,18,17.7,92.2,0,0,871930,10229,0,1,21,135,0,2,2,1617
38,34,2,Adam,Smith,2,44,FALSE,90,270,76,73.4,22,18.2,86.2,0,0,892400,19670,0,1,17,135,0,3,1,1617
19,415,3,Adlène,Guédioura,2,86,TRUE,90,180,18,14.2,9,5.3,29,0,0,10311,100,0,0,4,129,0,3,0,1617
20,415,3,Adlène,Guédioura,2,44,FALSE,68,180,22,21.6,8,5.8,28.2,0,0,10720,322,0,0,4,129,0,5,0,1617
4,261,3,Adnan,Januzaj,2,61,TRUE,90,207,25,29.6,55,15.1,65.4,0,0,111687,11828,0,0,5,165,0,4,0,1617
5,261,3,Adnan,Januzaj,-1,86,FALSE,89,270,27,37.4,83,23,108.9,0,0,136699,12838,0,0,6,165,0,6,0,1617
6,261,3,Adnan,Januzaj,2,41,TRUE,85,269,23,27.8,34,16.1,98.9,0,1,145570,2686,0,0,3,165,0,5,0,1617
22,261,3,Adnan,Januzaj,2,45,FALSE,65,258,28,42.2,22,13.8,73.2,1,0,64848,1098,0,1,8,159,0,9,0,1617
27,261,3,Adnan,Januzaj,2,78,TRUE,81,257,32,58.4,50,19,80.8,1,0,67414,664,0,2,12,159,0,6,1,1617
29,261,3,Adnan,Januzaj,3,40,TRUE,90,261,21,34,46,18.3,102.9,0,0,68599,888,0,0,6,159,0,8,0,1617
30,261,3,Adnan,Januzaj,2,40,FALSE,69,261,28,36.2,64,21.4,113.8,0,0,68599,2,0,0,7,159,0,4,1,1617
4,450,1,Adrián,San Miguel del Castillo,1,40,TRUE,90,270,60,75.8,0,7.6,0,0,0,332034,10693,0,0,13,150,12,5,1,1617
5,450,1,Adrián,San Miguel del Castillo,0,45,FALSE,90,270,57,75.2,0,7.5,0,0,0,377629,20430,0,0,12,150,12,7,1,1617
6,450,1,Adrián,San Miguel del Castillo,3,46,TRUE,90,270,39,60.2,0,6,0,0,0,401908,9656,0,0,3,150,9,11,0,1617
7,450,1,Adrián,San Miguel del Castillo,2,28,TRUE,90,270,46,91,0,9.1,0,0,0,402723,-6291,0,0,4,150,12,11,0,1617
8,450,1,Adrián,San Miguel del Castillo,8,41,FALSE,90,270,45,73.2,0,8.3,10,0,0,383324,-21869,0,0,5,150,9,8,0,1617
9,450,1,Adrián,San Miguel del Castillo,6,24,TRUE,90,270,62,78.2,0,8.8,10,0,0,361579,-23471,0,0,13,150,10,4,1,1617
10,450,1,Adrián,San Miguel del Castillo,2,61,FALSE,90,270,65,39.8,0,5,10,0,0,351561,-11600,0,0,16,150,6,1,2,1617
11,450,1,Adrián,San Miguel del Castillo,2,44,TRUE,90,270,71,64.6,0,6.5,0,0,0,345527,-7647,0,0,16,150,9,2,2,1617
36,450,1,Adrián,San Miguel del Castillo,10,86,TRUE,90,180,50,28.8,0,2.8,0,0,0,218247,-636,0,0,13,138,4,0,2,1617
37,450,1,Adrián,San Miguel del Castillo,2,76,TRUE,90,270,81,66,0,6.5,0,0,0,218041,-301,0,0,23,138,9,0,3,1617
38,450,1,Adrián,San Miguel del Castillo,2,40,FALSE,90,270,85,108.8,0,10.8,0,0,0,219287,1053,0,0,19,138,16,4,2,1617
4,158,3,Ahmed,Elmohamady,2,40,FALSE,90,270,61,45,4,6.3,13.5,0,0,52048,-399,0,0,7,150,0,2,1,1617
5,158,3,Ahmed,Elmohamady,2,75,TRUE,90,270,63,52.2,1,6.8,14.5,0,0,57154,-2194,0,0,7,150,0,2,1,1617
10,158,3,Ahmed,Elmohamady,2,40,FALSE,90,180,29,34,2,6,24.5,0,0,36362,-4669,0,0,4,147,0,8,0,1617
11,158,3,Ahmed,Elmohamady,2,46,TRUE,90,270,42,47.4,22,10.8,39.1,0,0,34678,-1942,0,0,6,146,0,9,0,1617
12,158,3,Ahmed,Elmohamady,2,24,FALSE,90,270,45,44.6,20,8.8,23.7,0,0,33410,-1441,0,0,6,145,0,4,0,1617
13,158,3,Ahmed,Elmohamady,2,45,TRUE,90,270,45,40.2,22,8.3,20.5,0,0,32416,-1164,0,0,6,144,0,5,0,1617
14,158,3,Ahmed,Elmohamady,2,28,FALSE,90,270,46,41.8,2,6.8,24,0,0,31632,-937,0,0,6,144,0,5,0,1617
15,158,3,Ahmed,Elmohamady,1,41,TRUE,90,270,46,45.8,4,7.5,24.6,0,0,31149,-626,0,0,6,144,0,5,0,1617
16,158,3,Ahmed,Elmohamady,2,86,FALSE,90,270,41,43.8,6,10.5,55.4,1,0,30772,-495,0,0,5,143,0,5,0,1617
17,158,3,Ahmed,Elmohamady,2,45,FALSE,90,270,38,40.8,15,9.6,40,1,0,30424,-459,0,0,5,142,0,7,0,1617
18,158,3,Ahmed,Elmohamady,2,78,TRUE,90,270,33,40.8,32,11.2,39.3,1,0,30046,-467,0,0,5,141,0,7,0,1617
19,158,3,Ahmed,Elmohamady,1,61,TRUE,90,270,39,45.2,29,9.5,20.7,0,0,29703,-441,0,0,6,141,0,7,0,1617
20,158,3,Ahmed,Elmohamady,6,45,FALSE,90,270,39,49.4,22,12.3,51.4,1,0,29506,-297,0,0,5,141,0,6,0,1617
32,158,3,Ahmed,Elmohamady,0,78,FALSE,90,185,28,20.2,18,6,22.3,0,0,28253,60,0,0,5,138,0,5,0,1617
34,158,3,Ahmed,Elmohamady,3,40,TRUE,90,185,36,38.2,0,6.1,23.2,0,0,28502,73,0,0,3,138,0,5,0,1617
35,158,3,Ahmed,Elmohamady,3,46,FALSE,90,185,33,29.8,0,3.3,3.8,0,0,28451,-94,0,0,4,138,0,3,1,1617
36,158,3,Ahmed,Elmohamady,1,24,TRUE,85,185,36,24.8,2,5.5,28.7,0,0,28357,-143,0,0,7,138,0,0,2,1617
37,158,3,Ahmed,Elmohamady,2,41,FALSE,90,265,37,33.8,2,8.1,44.9,1,0,28354,-45,0,0,7,138,0,1,2,1617
11,187,4,Ahmed,Musa,2,45,TRUE,66,213,61,80.8,90,18.9,22.6,1,0,434519,-8810,2,0,18,210,0,3,1,1617
4,220,2,Aleksandar,Kolarov,2,69,FALSE,90,212,38,59.4,16,8.6,10,1,0,563262,-21055,0,0,4,180,0,2,0,1617
5,220,2,Aleksandar,Kolarov,6,46,TRUE,90,212,36,49.4,33,9.8,15,0,0,542902,-40124,0,0,5,180,0,2,0,1617
6,220,2,Aleksandar,Kolarov,1,41,FALSE,90,212,45,56.4,40,11.7,19.7,0,0,517887,-34797,0,0,9,179,0,1,1,1617
7,220,2,Aleksandar,Kolarov,-1,86,FALSE,90,270,49,56.8,42,13.2,32.4,1,0,512607,-14179,0,0,9,178,0,2,1,1617
