GW,player_id,position,first_name,second_name,points,opp_diff,was_home,minutes,minutes_sum,bps_sum,influence_sum,threat_sum,ict_sum,creat_sum,yel_sum,red_sum,selected_by,tran_sum,goals_sum,assists_sum,points_sum,cost_sum,saves_sum,goals_con_sum,clean_sheets_sum,season
9,99,2,Kurt,Zouma,1,44,TRUE,90,180,33,59.8,9,6.9,0.2,0,0,398458,-30699,0,0,1,165,0,8,0,1718
10,99,2,Kurt,Zouma,8,41,FALSE,90,270,46,73.6,9,8.4,1.4,0,0,390779,-12098,0,0,2,165,0,10,0,1718
11,99,2,Kurt,Zouma,1,47,TRUE,90,270,59,78.8,1,8.2,1.7,0,0,380435,-13191,0,0,8,165,0,9,1,1718
12,99,2,Kurt,Zouma,8,40,FALSE,90,270,55,78.2,38,13,13.5,0,0,377437,-5398,0,0,10,165,0,4,1,1718
13,99,2,Kurt,Zouma,1,44,FALSE,90,270,69,119.8,78,21.2,13.5,0,0,375828,-4542,1,0,17,165,0,4,1,1718
14,99,2,Kurt,Zouma,1,75,TRUE,90,270,59,107.6,95,21.8,14.5,0,0,382852,3641,1,0,10,165,0,6,0,1718
15,99,2,Kurt,Zouma,2,33,TRUE,90,270,65,111.2,57,17.7,7.5,0,0,385471,-324,1,0,10,165,0,7,0,1718
16,99,2,Kurt,Zouma,0,77,FALSE,90,270,45,65.2,21,9.5,8.1,0,0,389833,1735,0,0,4,165,0,6,0,1718
17,99,2,Kurt,Zouma,6,54,FALSE,65,270,44,59,4,7,7.1,0,0,388012,-4258,0,0,3,165,0,9,0,1718
22,99,2,Kurt,Zouma,2,44,TRUE,90,180,17,47.2,40,9.2,4.1,1,0,325776,-12222,0,0,3,162,0,2,0,1718
23,99,2,Kurt,Zouma,1,81,FALSE,90,180,24,40.2,44,10.6,21.2,1,0,322854,-3584,0,0,3,162,0,2,0,1718
24,99,2,Kurt,Zouma,6,37,TRUE,90,180,34,47.6,8,8.8,31.5,0,0,318839,-4927,0,0,3,162,0,4,0,1718
25,99,2,Kurt,Zouma,6,41,TRUE,90,270,59,69,8,10.9,31.5,0,0,318924,-1106,0,0,9,162,0,4,1,1718
26,99,2,Kurt,Zouma,1,44,FALSE,90,270,62,66.8,8,8.5,10.5,0,0,319936,-658,0,0,13,162,0,3,2,1718
27,99,2,Kurt,Zouma,2,40,TRUE,90,270,59,69.6,8,7.7,0.5,0,0,323143,1703,0,0,13,162,0,2,2,1718
28,99,2,Kurt,Zouma,2,47,FALSE,90,270,55,76.2,36,12.3,11.3,0,0,328772,3972,0,0,9,162,0,3,1,1718
29,99,2,Kurt,Zouma,7,36,FALSE,90,270,43,67.8,32,11.1,11.3,0,0,331008,683,0,0,5,162,0,4,0,1718
30,99,2,Kurt,Zouma,1,100,TRUE,90,270,60,78.8,28,11.8,11.2,0,0,332601,101,0,0,11,162,0,2,1,1718
31,99,2,Kurt,Zouma,1,49,TRUE,90,270,46,57.4,0,5.8,0.6,0,0,335935,-1418,0,0,10,162,0,3,1,1718
37,99,2,Kurt,Zouma,1,44,TRUE,90,211,43,72.8,0,8.5,11.6,0,0,360164,-2279,0,0,9,162,0,2,1,1718
38,99,2,Kurt,Zouma,2,33,FALSE,90,211,40,60,10,8.2,11.1,0,0,360398,-758,0,0,8,162,0,3,1,1718
4,352,2,Kyle,Naughton,1,44,TRUE,90,267,80,81.8,6,12,30.9,0,0,268407,2813,0,1,19,135,0,4,2,1718
5,352,2,Kyle,Naughton,6,77,FALSE,90,267,63,70.8,8,13.3,53,1,0,415946,117077,0,1,13,135,0,5,1,1718
6,352,2,Kyle,Naughton,1,41,TRUE,90,267,69,63.4,4,11.6,47.9,1,0,554335,117552,0,1,19,135,0,1,2,1718
7,352,2,Kyle,Naughton,2,42,FALSE,90,270,43,46.2,4,7.9,27.9,1,0,767167,186223,0,0,8,136,0,3,1,1718
8,352,2,Kyle,Naughton,6,37,TRUE,90,270,53,48.6,4,6.2,9.1,0,0,847068,68008,0,0,9,137,0,3,1,1718
9,352,2,Kyle,Naughton,1,47,TRUE,90,270,58,59.8,6,8,14.3,0,0,908493,51661,0,0,9,138,0,3,1,1718
10,352,2,Kyle,Naughton,1,63,FALSE,90,270,60,68,13,13,49.8,0,0,912959,481,0,0,9,138,0,3,1,1718
11,352,2,Kyle,Naughton,2,40,TRUE,90,270,50,62,11,11.9,46.3,0,0,909124,-7525,0,0,8,138,0,4,1,1718
12,352,2,Kyle,Naughton,1,54,FALSE,90,270,40,52.4,11,12.2,58.5,0,0,917768,5007,0,0,4,138,0,5,0,1718
13,352,2,Kyle,Naughton,9,44,TRUE,90,270,46,62.2,32,13.2,37.3,0,0,900320,-20265,0,0,4,138,0,5,0,1718
14,352,2,Kyle,Naughton,2,70,FALSE,90,270,66,66.4,32,15.2,53.8,0,0,886537,-15904,0,0,12,138,0,3,1,1718
15,352,2,Kyle,Naughton,1,33,FALSE,90,270,60,69.8,32,13.9,37.7,0,0,868692,-19707,0,0,12,138,0,3,1,1718
16,352,2,Kyle,Naughton,7,31,TRUE,90,270,49,63.8,2,9.7,31.7,0,0,873923,2873,0,0,12,138,0,3,1,1718
17,352,2,Kyle,Naughton,0,100,TRUE,90,270,44,56.6,5,8,18.1,0,0,903240,24666,0,0,10,138,0,3,1,1718
18,352,2,Kyle,Naughton,1,49,FALSE,90,270,48,58,5,8,16.5,0,0,954266,44848,0,0,8,138,0,6,1,1718
19,352,2,Kyle,Naughton,2,44,TRUE,79,270,59,60.2,13,8,6.9,0,0,989335,28889,0,0,8,138,0,7,1,1718
20,352,2,Kyle,Naughton,0,75,FALSE,90,259,45,65.6,12,8.3,5.6,0,0,1022021,27383,0,0,3,138,0,8,0,1718
21,352,2,Kyle,Naughton,2,41,FALSE,90,259,49,63.4,14,8.4,6.4,0,0,997667,-28066,0,0,3,138,0,9,0,1718
26,352,2,Kyle,Naughton,2,47,FALSE,90,180,37,36.2,9,6.3,18,0,0,502329,-72642,0,0,8,135,0,1,1,1718
27,352,2,Kyle,Naughton,11,54,TRUE,90,270,48,54,11,9.1,25.8,0,0,518180,14383,0,0,10,135,0,2,1,1718
28,352,2,Kyle,Naughton,0,40,FALSE,90,270,53,58.6,44,14.4,40.7,0,0,575058,54761,0,1,15,135,0,2,1,1718
29,352,2,Kyle,Naughton,2,42,TRUE,90,270,45,51.2,36,11.4,26.1,0,0,701202,121432,0,1,13,136,0,5,1,1718
30,352,2,Kyle,Naughton,7,37,FALSE,90,270,41,45.8,36,10.4,21.6,0,0,824450,117906,0,1,13,137,0,5,1,1718
32,352,2,Kyle,Naughton,1,81,FALSE,90,270,40,55.8,2,6.4,5.6,0,0,941821,98268,0,0,9,138,0,5,1,1718
33,352,2,Kyle,Naughton,2,31,FALSE,90,270,43,56.8,2,6.5,5.9,0,0,972672,19566,0,0,10,138,0,3,1,1718
34,352,2,Kyle,Naughton,0,49,TRUE,90,270,48,59.6,3,6.8,4.9,0,0,997007,13277,0,0,10,138,0,3,1,1718
35,352,2,Kyle,Naughton,0,100,FALSE,90,270,24,47.2,5,6,7.2,0,0,984123,-3952,0,0,3,138,0,4,0,1718
36,352,2,Kyle,Naughton,2,70,TRUE,90,270,25,53.8,5,6.5,5.5,0,0,970312,-7866,0,0,2,138,0,7,0,1718
37,352,2,Kyle,Naughton,2,36,TRUE,74,270,29,57.2,11,7.7,8.2,0,0,966935,-3462,0,0,2,138,0,7,0,1718
37,352,2,Kyle,Naughton,2,36,TRUE,74,180,26,38,9,5.3,5.6,0,0,1027822,51932,0,0,2,138,0,6,0,1718
6,379,2,Kyle,Walker,6,44,TRUE,90,180,75,61,6,9.8,31.1,0,0,1869399,-430633,0,2,19,195,0,0,2,1718
7,379,2,Kyle,Walker,6,70,FALSE,90,270,102,67.6,16,12.1,37.8,0,0,1911147,3696,0,2,25,195,0,0,3,1718
8,379,2,Kyle,Walker,2,33,TRUE,90,270,92,62.8,14,11.2,35.1,0,0,2012584,61370,0,1,22,195,0,0,3,1718
9,379,2,Kyle,Walker,6,54,TRUE,90,270,72,44.8,12,9.1,34.6,0,0,2134552,77888,0,1,14,196,0,2,2,1718
10,379,2,Kyle,Walker,3,31,FALSE,90,270,71,55.6,2,9.7,39.7,0,0,2212438,43554,0,1,14,197,0,2,2,1718
11,379,2,Kyle,Walker,2,63,TRUE,90,270,72,69.4,8,12.4,47.2,1,0,2283104,43176,0,2,11,198,0,4,1,1718
12,379,2,Kyle,Walker,9,47,FALSE,90,270,70,62,8,10.4,33.8,1,0,2309594,8335,0,1,11,198,0,3,1,1718
13,379,2,Kyle,Walker,2,37,FALSE,90,270,79,62.2,10,12,47.6,1,0,2328342,-955,0,1,14,198,0,3,1,1718
14,379,2,Kyle,Walker,2,36,TRUE,90,270,65,46.8,4,9.7,45.5,0,0,2391090,43085,0,0,13,198,0,2,1,1718
15,379,2,Kyle,Walker,2,42,TRUE,90,270,62,47,6,10.8,54.4,0,0,2458966,50049,0,0,13,199,0,2,1,1718
16,379,2,Kyle,Walker,1,81,FALSE,90,270,50,55.4,5,13.1,70.2,0,0,2517424,43891,0,0,6,200,0,3,0,1718
18,379,2,Kyle,Walker,2,77,TRUE,90,180,29,31.2,1,7.6,44.1,1,0,2436855,-63018,0,0,3,201,0,2,0,1718
19,379,2,Kyle,Walker,6,44,TRUE,90,180,23,17.8,0,2.3,4.9,1,0,2345650,-101229,0,0,3,200,0,2,0,1718
20,379,2,Kyle,Walker,6,44,FALSE,90,180,43,22,12,4.6,11.3,0,0,2301090,-55102,0,0,8,199,0,1,1,1718
21,379,2,Kyle,Walker,7,44,FALSE,90,270,69,32.8,16,6.8,18.4,0,0,2281035,-31110,0,0,14,198,0,1,2,1718
22,379,2,Kyle,Walker,2,41,TRUE,90,270,85,39.2,18,9.2,34.3,0,0,2303933,10103,0,0,19,198,0,0,3,1718
23,379,2,Kyle,Walker,3,75,FALSE,90,270,76,41.6,6,7.7,29.5,0,0,2326244,12691,0,0,15,198,0,1,2,1718
24,379,2,Kyle,Walker,2,44,TRUE,90,270,70,73.2,2,12,44.9,0,0,2293443,-44055,0,1,12,198,0,5,1,1718
25,379,2,Kyle,Walker,6,31,TRUE,90,270,51,75.2,5,11.7,37.1,0,0,2251354,-53215,0,1,7,198,0,6,0,1718
26,379,2,Kyle,Walker,2,54,FALSE,90,270,63,83.8,20,16.9,65.1,0,0,2190637,-73876,0,1,11,198,0,5,1,1718
27,379,2,Kyle,Walker,2,47,TRUE,90,270,60,54.6,24,14.8,68.9,0,0,2180058,-20615,0,0,10,198,0,2,1,1718
28,379,2,Kyle,Walker,10,63,FALSE,71,270,64,53.4,23,16.4,86.5,0,0,2179147,-10738,0,0,10,198,0,2,1,1718
29,379,2,Kyle,Walker,6,70,TRUE,90,251,72,63.6,12,14.2,65.5,0,0,2175092,-14543,0,1,14,198,0,2,1,1718
30,379,2,Kyle,Walker,6,33,FALSE,90,251,79,59.6,8,11.5,47,0,0,2148797,-35647,0,1,18,198,0,1,2,1718
32,379,2,Kyle,Walker,2,49,FALSE,90,251,88,52.4,8,9.6,35.3,0,0,2157338,-24106,0,1,22,198,0,0,3,1718
34,379,2,Kyle,Walker,2,77,FALSE,90,180,35,14.4,14,6.5,36.7,0,0,2276444,27386,0,0,8,198,0,1,1,1718
7,187,4,Laurent,Depoitre,2,77,TRUE,90,187,40,55,61,15.3,36.3,0,0,23098,5813,1,0,12,157,0,1,1,1718
8,187,4,Laurent,Depoitre,2,33,FALSE,90,270,42,62.2,64,18.8,61.2,0,0,31444,6624,1,0,13,156,0,5,1,1718
9,187,4,Laurent,Depoitre,9,81,TRUE,69,270,14,25.6,32,10,42.1,0,0,43106,9662,0,0,6,156,0,6,1,1718
10,187,4,Laurent,Depoitre,2,75,FALSE,90,249,42,56.8,38,12.5,30.4,0,0,45445,1303,1,0,13,156,0,6,1,1718
11,187,4,Laurent,Depoitre,2,31,TRUE,90,249,43,52.4,35,9.4,6.2,0,0,56411,9660,1,0,13,156,0,5,1,1718
12,187,4,Laurent,Depoitre,2,44,FALSE,90,249,44,50.2,27,8.2,4.3,0,0,68504,10854,1,0,13,156,0,3,2,1718
13,187,4,Laurent,Depoitre,2,100,TRUE,90,270,14,11.4,63,9.1,15.7,0,0,83428,13343,0,0,6,156,0,7,1,1718
15,187,4,Laurent,Depoitre,2,49,FALSE,90,196,6,5,65,8.8,19.1,0,0,91157,1893,0,0,5,156,0,7,0,1718
21,187,4,Laurent,Depoitre,2,54,TRUE,90,199,77,104.4,48,20.1,48.5,1,0,494849,294764,2,2,23,159,0,2,0,1718
26,187,4,Laurent,Depoitre,2,81,FALSE,90,191,6,5.8,21,3.2,5.2,0,0,1243405,-30894,0,0,5,165,0,7,0,1718
5,4,2,Laurent,Koscielny,7,70,FALSE,90,180,52,61.6,20,9.9,16.9,0,0,95189,5,0,0,6,180,0,4,1,1718
6,4,2,Laurent,Koscielny,6,31,TRUE,90,270,80,90,21,13,18,0,0,113687,2728,0,0,13,180,0,4,2,1718
8,4,2,Laurent,Koscielny,2,41,FALSE,84,180,54,48,1,5.2,2.7,0,0,148484,5143,0,0,13,180,0,0,2,1718
11,4,2,Laurent,Koscielny,0,100,FALSE,90,264,45,78,6,10.3,19.3,1,0,135338,-10634,0,0,4,180,0,4,0,1718
12,4,2,Laurent,Koscielny,8,77,TRUE,90,270,46,70.2,6,9.4,18.6,2,0,136704,-1051,0,0,2,180,0,6,0,1718
13,4,2,Laurent,Koscielny,9,54,FALSE,90,270,62,75.8,6,9.2,10.7,1,0,140317,244,0,0,10,180,0,4,1,1718
14,4,2,Laurent,Koscielny,6,37,TRUE,90,270,82,89.4,0,11.9,29.3,1,0,146081,2562,0,0,17,180,0,3,2,1718
15,4,2,Laurent,Koscielny,0,81,TRUE,90,270,92,96.2,0,12.7,30.3,0,0,158385,9058,0,0,23,180,0,0,3,1718
16,4,2,Laurent,Koscielny,2,36,FALSE,90,270,77,88.2,8,14.5,48.2,1,0,174716,12426,0,0,15,180,0,3,2,1718
17,4,2,Laurent,Koscielny,9,42,FALSE,90,270,67,74.4,8,11,27.6,1,0,195012,14728,0,0,8,180,0,4,1,1718
18,4,2,Laurent,Koscielny,8,44,TRUE,90,270,72,73.8,10,12.1,37.3,1,0,213854,12262,0,0,11,180,0,4,1,1718
19,4,2,Laurent,Koscielny,1,75,TRUE,90,270,86,80,6,10.2,16.6,0,0,249205,27955,0,0,19,180,0,1,2,1718
20,4,2,Laurent,Koscielny,1,44,FALSE,90,270,74,72,6,9.3,15.6,0,0,293057,34945,0,0,18,180,0,3,2,1718
21,4,2,Laurent,Koscielny,9,31,FALSE,71,270,54,65.4,4,7.5,5.4,0,0,345124,42516,0,0,10,180,0,5,1,1718
26,4,2,Laurent,Koscielny,7,49,TRUE,90,180,46,87.8,39,13.2,5.3,0,0,271946,-43456,1,0,11,180,0,4,0,1718
27,4,2,Laurent,Koscielny,2,77,FALSE,90,270,76,147,72,22.5,5.7,1,0,268591,-6049,2,0,18,180,0,5,0,1718
28,4,2,Laurent,Koscielny,1,100,TRUE,90,270,58,89.2,39,13.4,4.8,1,0,293305,20132,1,0,10,180,0,5,0,1718
29,4,2,Laurent,Koscielny,1,40,FALSE,90,270,60,102.2,33,13.8,2,1,0,306130,8282,1,0,10,180,0,5,0,1718
14,329,1,Lee,Grant,2,75,TRUE,90,180,24,34.8,0,3.4,0,0,0,47486,-1,0,0,3,129,4,4,0,1718
4,138,2,Leighton,Baines,1,77,TRUE,90,270,34,33.8,0,4.8,13.7,0,0,1424001,-36135,0,0,9,180,0,3,1,1718
5,138,2,Leighton,Baines,0,81,FALSE,90,270,40,56,2,11.4,55.3,0,0,1419242,-67340,0,0,4,180,0,6,0,1718
6,138,2,Leighton,Baines,2,44,TRUE,90,270,45,50.8,2,12.1,67.4,0,0,1341289,-94833,0,0,2,180,0,9,0,1718
7,138,2,Leighton,Baines,1,54,TRUE,90,270,49,52.8,2,15.1,95.9,0,0,1245490,-104581,0,0,3,179,0,8,0,1718
8,138,2,Leighton,Baines,2,40,FALSE,83,270,40,38.8,2,12.8,86.3,1,0,1149158,-100618,0,0,3,178,0,6,0,1718
9,138,2,Leighton,Baines,0,63,TRUE,90,263,42,37.4,2,11.6,75.8,1,0,1056590,-96070,0,0,5,177,0,3,0,1718
10,138,2,Leighton,Baines,1,47,FALSE,90,263,39,39.6,20,10.7,46.3,1,0,981698,-77433,0,0,3,176,0,7,0,1718
11,138,2,Leighton,Baines,12,41,TRUE,90,263,34,36.2,19,8,24.5,0,0,909091,-74462,0,0,3,175,0,8,0,1718
12,138,2,Leighton,Baines,7,44,FALSE,90,270,52,90,53,18.1,38.5,0,0,856261,-54404,1,1,13,174,0,9,0,1718
32,138,2,Leighton,Baines,1,100,TRUE,90,180,49,42,10,10.7,55,0,0,802372,61957,0,1,14,168,0,1,1,1718
33,138,2,Leighton,Baines,6,75,TRUE,90,270,68,61,11,14.2,70.3,0,0,867842,42261,0,1,15,168,0,4,1,1718
34,138,2,Leighton,Baines,2,33,FALSE,90,270,54,45.4,5,9.6,45.6,0,0,902185,33373,0,0,9,168,0,4,1,1718
35,138,2,Leighton,Baines,8,44,TRUE,90,270,58,52.4,3,8.3,28.2,0,0,660738,-29595,0,0,9,168,0,4,1,1718
36,138,2,Leighton,Baines,12,37,FALSE,90,270,67,51.2,6,8.3,25.9,0,0,707323,6332,0,0,16,168,0,1,2,1718
37,138,2,Leighton,Baines,2,36,TRUE,90,270,79,60.8,6,11.1,44.7,0,0,712843,4571,0,1,22,168,0,1,2,1718
38,138,2,Leighton,Baines,1,42,FALSE,90,270,74,55,15,13.9,69.5,0,0,727841,11707,0,1,22,168,0,1,2,1718
4,365,3,Leroy,Fer,1,44,TRUE,90,270,34,57.2,13,10.8,37.3,2,0,76109,-4325,0,1,9,165,0,4,2,1718
5,365,3,Leroy,Fer,1,77,FALSE,32,270,35,54.4,13,10.9,40.3,3,0,81291,227,0,1,7,165,0,5,1,1718
6,365,3,Leroy,Fer,2,41,TRUE,90,212,34,49.4,12,9.4,31.9,2,0,82605,-1361,0,1,7,165,0,1,1,1718
7,365,3,Leroy,Fer,1,42,FALSE,45,212,31,27.4,31,9.2,33.4,1,0,83969,-1001,0,0,4,165,0,3,0,1718
12,365,3,Leroy,Fer,2,54,FALSE,69,180,15,20.6,4,3.4,9.3,0,0,47433,-6795,0,0,4,162,0,3,0,1718
26,365,3,Leroy,Fer,1,47,FALSE,35,180,34,32.8,24,8.4,27.2,0,0,29792,-447,0,0,5,156,0,1,1,1718
8,255,3,Leroy,Sané,10,33,TRUE,90,185,63,87.6,166,33.8,84.7,1,0,640550,162117,1,2,20,247,0,0,2,1718
9,255,3,Leroy,Sané,12,54,TRUE,90,263,94,144,182,44.3,116.4,1,0,848767,180484,2,3,29,249,0,2,2,1718
10,255,3,Leroy,Sané,12,31,FALSE,90,263,71,121.8,118,32.2,81.8,1,0,1191605,312572,2,2,25,252,0,2,2,1718
11,255,3,Leroy,Sané,2,63,TRUE,86,270,106,171.2,148,41.8,98.4,1,0,1773048,548986,3,3,34,255,0,4,1,1718
12,255,3,Leroy,Sané,7,47,FALSE,90,266,82,117.6,119,31.2,75.1,1,0,2631857,820628,2,2,26,259,0,3,1,1718
13,255,3,Leroy,Sané,1,37,FALSE,90,266,75,88.6,104,27.8,85.4,0,0,3628716,946224,1,2,21,263,0,3,1,1718
15,255,3,Leroy,Sané,2,42,TRUE,90,180,32,33.4,39,11.7,44.4,1,0,4691657,295680,0,1,8,269,0,1,1,1718
16,255,3,Leroy,Sané,2,81,FALSE,87,180,20,21,80,15.5,53.2,1,0,4452409,-256074,0,0,3,269,0,2,0,1718
23,255,3,Leroy,Sané,7,75,FALSE,90,187,34,32.4,88,20.2,80.9,1,0,2360424,-227600,0,1,8,256,0,1,1,1718
24,255,3,Leroy,Sané,5,44,TRUE,86,270,59,76.4,117,29.3,99,1,0,2164704,-202189,1,1,14,255,0,5,1,1718
30,255,3,Leroy,Sané,3,33,FALSE,90,180,56,67.6,103,22.3,52.7,0,0,1367437,188912,1,1,16,250,0,0,2,1718
32,255,3,Leroy,Sané,8,49,FALSE,90,270,67,75,147,29.4,71.8,0,0,1762034,421602,1,1,19,253,0,0,3,1718
33,255,3,Leroy,Sané,5,81,TRUE,90,270,59,62.4,162,32.8,103.2,0,0,2119585,414597,1,0,14,256,0,1,2,1718
34,255,3,Leroy,Sané,2,77,FALSE,63,270,66,76.6,80,27.3,115.6,0,0,2224193,165821,1,1,16,258,0,4,1,1718
37,255,3,Leroy,Sané,3,37,TRUE,90,180,40,47,43,16,70.1,0,0,2178151,80402,1,0,10,257,0,1,1,1718
37,255,3,Leroy,Sané,14,40,TRUE,90,180,40,47,43,16,70.1,0,0,2178151,80402,1,0,10,257,0,1,1,1718
38,255,3,Leroy,Sané,3,36,FALSE,90,270,98,125,80,34.6,140.8,0,0,2171028,55848,1,3,24,258,0,2,1,1718
10,46,3,Lewis,Cook,2,70,TRUE,90,248,39,35.8,27,11.1,48.1,1,0,150325,6287,0,0,6,132,0,2,1,1718
18,46,3,Lewis,Cook,2,75,TRUE,90,193,36,57.2,11,11.2,43.7,1,0,147330,-1690,0,1,7,132,0,3,0,1718
21,46,3,Lewis,Cook,2,49,TRUE,77,180,29,36.6,2,7.2,32.8,1,0,147585,-1192,0,0,3,130,0,7,0,1718
23,46,3,Lewis,Cook,2,63,TRUE,90,257,42,45.4,16,12.2,60.5,1,0,150052,216,0,0,5,129,0,6,0,1718
24,46,3,Lewis,Cook,2,42,FALSE,90,257,38,35.8,14,9.4,44.2,0,0,151165,387,0,0,6,129,0,4,0,1718
25,46,3,Lewis,Cook,3,70,FALSE,90,270,40,49.2,11,10.7,46.9,0,0,153054,1301,0,0,6,129,0,4,0,1718
26,46,3,Lewis,Cook,2,33,TRUE,90,270,31,56,6,8.4,21.6,0,0,155551,1829,0,0,7,129,0,2,1,1718
27,46,3,Lewis,Cook,2,37,FALSE,90,270,30,68,14,14.6,63.9,0,0,162764,6727,0,0,7,129,0,2,1,1718
28,46,3,Lewis,Cook,5,44,TRUE,90,270,28,67,27,14.5,50.7,0,0,173856,10434,0,0,7,129,0,5,1,1718
29,46,3,Lewis,Cook,2,47,FALSE,90,270,42,83.6,30,18.8,74.4,0,0,188007,13237,0,1,9,129,0,7,0,1718
30,46,3,Lewis,Cook,2,77,TRUE,90,270,37,62.4,22,11.6,30.8,0,0,203566,14354,0,1,9,129,0,7,0,1718
31,46,3,Lewis,Cook,2,31,TRUE,90,270,35,56.8,14,10.8,36.9,0,0,215831,13489,0,1,9,129,0,7,0,1718
32,46,3,Lewis,Cook,2,41,FALSE,90,270,32,39.6,10,7.8,27.4,0,0,223982,11387,0,0,6,129,0,6,0,1718
33,46,3,Lewis,Cook,2,44,TRUE,79,270,35,42.4,19,8.7,25.5,0,0,227366,5351,0,0,6,129,0,7,0,1718
34,46,3,Lewis,Cook,2,75,FALSE,72,259,40,47.4,16,9.7,33.9,0,0,231245,3668,0,0,6,129,0,5,0,1718
34,46,3,Lewis,Cook,2,75,FALSE,72,241,30,33.6,16,7,21.2,0,0,237904,3447,0,0,6,129,0,6,0,1718
34,46,3,Lewis,Cook,1,81,TRUE,90,259,40,47.4,16,9.7,33.9,0,0,231245,3668,0,0,6,129,0,5,0,1718
34,46,3,Lewis,Cook,1,81,TRUE,90,241,30,33.6,16,7,21.2,0,0,237904,3447,0,0,6,129,0,6,0,1718
36,46,3,Lewis,Cook,1,36,FALSE,90,241,38,65.8,7,14,67.8,1,0,242875,5032,0,0,5,129,0,6,0,1718
37,46,3,Lewis,Cook,3,33,TRUE,90,252,38,63,9,13.2,60.2,2,0,239525,1673,0,0,4,129,0,6,0,1718
4,55,2,Lewis,Dunk,2,31,TRUE,90,270,46,66,83,16.1,11.9,0,0,225792,-12896,0,0,6,135,0,4,1,1718
5,55,2,Lewis,Dunk,1,44,FALSE,90,270,60,65.8,31,11.1,13.7,0,0,216143,-13995,0,0,9,135,0,3,1,1718
6,55,2,Lewis,Dunk,6,44,TRUE,90,270,57,74.4,29,11.8,13.9,0,0,205818,-12153,0,0,9,135,0,3,1,1718
7,55,2,Lewis,Dunk,1,63,FALSE,90,270,58,82,2,10,15.8,0,0,197718,-9707,0,0,9,135,0,3,1,1718
8,55,2,Lewis,Dunk,1,49,TRUE,90,270,48,79,7,9,4,0,0,191661,-7554,0,0,8,134,0,4,1,1718
9,55,2,Lewis,Dunk,6,42,FALSE,90,270,47,71,61,13.7,4.7,1,0,188759,-4432,0,0,8,133,0,3,1,1718
10,55,2,Lewis,Dunk,2,36,TRUE,90,270,45,73.6,61,13.6,1.4,1,0,191641,1435,0,0,8,132,0,3,1,1718
11,55,2,Lewis,Dunk,5,33,FALSE,90,270,48,77.6,54,13.4,2.8,1,0,210615,17234,0,0,9,132,0,2,1,1718
12,55,2,Lewis,Dunk,1,33,TRUE,90,270,60,79.4,17,9.8,1.9,1,0,235253,22804,0,0,13,132,0,1,2,1718
13,55,2,Lewis,Dunk,0,81,FALSE,90,270,49,77.2,19,11,13.6,1,0,284792,46331,0,0,8,132,0,3,1,1718
14,55,2,Lewis,Dunk,5,44,TRUE,90,270,44,62.4,39,11.4,12.2,1,0,323115,35479,0,0,6,132,0,3,1,1718
15,55,2,Lewis,Dunk,-2,75,TRUE,90,270,40,53.2,46,11.2,12.5,1,0,365187,39182,0,0,6,132,0,3,1,1718
16,55,2,Lewis,Dunk,1,37,FALSE,90,270,34,53,44,9.8,1.2,1,0,390778,23616,0,0,3,132,0,6,1,1718
17,55,2,Lewis,Dunk,1,77,FALSE,90,270,42,61,26,8.8,1,1,0,415292,22122,0,0,4,132,0,7,1,1718
18,55,2,Lewis,Dunk,8,54,TRUE,90,270,39,81.6,2,8.4,0.9,0,0,427435,9975,0,0,0,132,0,9,0,1718
19,55,2,Lewis,Dunk,7,41,TRUE,90,270,65,97,38,14.7,11.8,1,0,429591,280,0,0,10,132,0,4,1,1718
20,55,2,Lewis,Dunk,1,70,FALSE,90,270,73,97,45,16.4,21.8,1,0,444466,12737,0,0,16,132,0,2,2,1718
21,55,2,Lewis,Dunk,6,44,FALSE,90,270,76,88.2,45,16.6,31.9,1,0,468069,21156,0,0,16,133,0,2,2,1718
22,55,2,Lewis,Dunk,1,44,TRUE,90,270,74,93.8,26,14.1,20.7,1,0,504318,33608,0,0,14,134,0,2,2,1718
23,55,2,Lewis,Dunk,1,31,FALSE,90,270,63,120.8,19,15.1,11,1,0,539553,33453,0,0,8,135,0,4,1,1718
24,55,2,Lewis,Dunk,0,70,TRUE,90,270,63,135.8,39,17.5,0.8,1,0,597765,55794,0,0,8,135,0,4,1,1718
25,55,2,Lewis,Dunk,2,36,FALSE,90,270,43,105,22,13.1,4.5,0,0,637189,37037,0,0,2,135,0,8,0,1718
26,55,2,Lewis,Dunk,1,42,TRUE,90,270,41,82.2,20,10.7,4.9,0,0,654190,14697,0,0,3,135,0,7,0,1718
27,55,2,Lewis,Dunk,2,33,FALSE,90,270,36,50.4,7,6.3,5.3,1,0,639728,-15588,0,0,3,135,0,6,0,1718
28,55,2,Lewis,Dunk,0,33,TRUE,90,270,37,67,14,8.3,1.4,1,0,625842,-14694,0,0,5,135,0,3,0,1718
29,55,2,Lewis,Dunk,8,63,TRUE,90,270,29,50.8,14,7.9,13.7,1,0,614881,-11820,0,0,3,135,0,3,0,1718
30,55,2,Lewis,Dunk,1,49,FALSE,90,270,39,87,44,14.5,13.1,0,0,596537,-18956,1,0,10,135,0,3,0,1718
32,55,2,Lewis,Dunk,1,47,TRUE,90,270,46,78,41,14.7,27.7,0,0,580914,-6318,1,0,9,135,0,4,0,1718
33,55,2,Lewis,Dunk,2,37,TRUE,90,270,59,87,45,16.8,35.6,0,0,563413,-397,1,0,10,135,0,5,0,1718
